assembly_ID	tAI_mean
GCA_015832245	0.0891769146666382
GCA_016097945	0.510291630364212
GCA_016098035	0.301760048609681
GCA_016748015	0.340804809245956
GCA_016758985	0.377600641512002
GCA_016946835	0.358959656200074
GCA_000149925	0.0782902082123274
GCA_000277815	0.499317561888409
GCA_000292625	0.368498477716245
GCA_000316135	0.308040561873276
GCA_000760515	0.349844325770582
GCA_001651415	0.338046515585598
GCA_001683725	0.193456295371004
GCA_002104975	0.104397594194474
GCA_002104985	0.370440700339927
GCA_010203745	0.372278832145293
GCA_015502445	0.348358153148977
GCA_015502455	0.324112059200318
GCA_015679535	0.255329505793884
GCA_015698045	0.334839488099226
GCA_015849335	0.302197616940681
GCA_016098155	0.335371807531675
GCA_016255985	0.305038121288214
GCA_900079185	0.157833773404521
GCA_905067625	0.306472786504988
GCA_000002525	0.381626181051949
GCA_000006255	0.23843761169002
GCA_000182565	0.407652286663161
GCA_000280035	0.491094238937516
GCA_000827485	0.291687650068533
GCA_001638985	0.295496478212426
GCA_001642415	0.463273114954257
GCA_004000155	0.333583980171369
GCA_014839865	0.475890057160789
GCA_015847235	0.350626506720072
GCA_016758905	0.443686571864184
GCA_017911155	0.07149328648318
